日期,開盤,最高,最低,收盤,成交量,成交值,成交筆數 
2013-01-07,101.0,101.0,99.1,100.5,42328657,4237769552,9042
2013-01-08,99.6,100.0,98.9,99.7,31218717,3100841808,9463
2013-01-09,100.5,100.5,99.2,100.0,26417262,2638483776,7616
2013-01-10,99.9,101.0,99.5,101.0,41234333,4133510035,8304
2013-01-11,101.5,101.5,100.5,101.0,22993851,2319676468,7982
2013-01-14,101.0,102.0,100.0,102.0,23575867,2375656925,6414
2013-01-15,102.0,102.0,99.8,100.5,36015126,3620754003,10021
2013-01-16,100.5,100.5,99.2,99.2,35496359,3543926150,8742
2013-01-17,100.5,101.0,98.5,99.3,40526293,4042971250,9034
2013-01-18,101.5,101.5,100.5,101.5,49874215,5045047215,11823
2013-01-21,101.0,101.0,100.0,100.5,17310236,1738509600,5625
2013-01-22,101.0,101.0,99.9,101.0,21946618,2205121218,5388
2013-01-23,101.5,101.5,100.0,101.0,30821432,3111421288,7292
2013-01-24,100.0,100.5,99.2,99.9,40653209,4059542810,8257
2013-01-25,99.9,99.9,98.0,99.0,48674849,4801805861,11885
2013-01-28,98.7,99.5,98.6,99.3,29190978,2893310122,7200
2013-01-29,100.0,101.5,99.7,101.0,36060537,3624866512,12071
2013-01-30,102.0,102.0,100.5,101.5,28862623,2923728423,6963
2013-01-31,100.5,101.5,100.0,101.5,42489565,4266277265,6481
2013-02-01,101.5,101.5,100.5,101.5,23211035,2343091003,7596
2013-02-04,102.0,103.0,102.0,103.0,35257079,3618099182,10873
2013-02-05,103.0,103.0,101.5,103.0,17896471,1832150196,5200
2013-02-06,103.5,105.0,103.0,105.0,32330330,3369267370,9340
2013-02-18,107.0,108.5,106.5,107.0,64345580,6895059371,13470
2013-02-19,108.5,108.5,106.5,107.0,22103657,2372380213,6114
2013-02-20,108.5,109.5,108.0,109.0,41921556,4558604798,10171
2013-02-21,108.5,108.5,107.0,107.0,30551806,3287642271,7485
2013-02-22,106.0,106.5,105.0,105.5,39577666,4188440636,10313
2013-02-23,106.5,107.5,106.0,107.0,10174533,1083855709,3022
2013-02-25,106.5,107.0,105.0,105.0,37216683,3938987715,8564
2013-02-26,103.5,105.0,102.5,103.5,38498610,4006611594,9572
2013-02-27,102.0,104.5,101.0,104.5,81358059,8385327394,13654
2013-03-01,103.0,105.0,102.5,105.0,35081170,3651664826,9263
2013-03-04,104.5,104.5,101.5,102.0,55265946,5652060892,11896
2013-03-05,103.5,104.0,102.5,104.0,56213527,5798480893,9603
2013-03-06,104.0,104.5,103.0,104.0,38026322,3944092785,6844
2013-03-07,103.5,104.0,103.0,103.0,20783572,2150594416,6812
2013-03-08,103.0,104.5,102.0,103.5,46036003,4753123583,8598
2013-03-11,102.0,104.0,102.0,102.0,36093271,3706837142,9071
2013-03-12,102.0,103.0,101.5,102.5,30064912,3075447024,6294
2013-03-13,102.5,105.0,102.0,104.5,57955306,6009069324,9978
2013-03-14,104.0,104.5,103.0,104.0,33067465,3435727588,7022
2013-03-15,105.0,105.0,103.0,103.0,35632988,3696617211,6030
2013-03-18,102.0,102.0,100.5,100.5,44188807,4472705507,11128
2013-03-19,101.0,101.5,99.6,100.0,50765167,5104261200,11099
2013-03-20,99.5,99.5,98.8,98.8,64024225,6344606455,13861
2013-03-21,98.8,100.5,98.7,98.7,58467748,5799884434,13448
2013-03-22,98.6,99.1,98.0,98.0,44937030,4420118840,12072
2013-03-25,99.9,100.5,99.2,99.5,25469505,2540453602,7606
2013-03-26,99.2,99.4,98.8,99.0,27220058,2698733342,8019
2013-03-27,99.0,100.5,98.8,100.5,29969023,2992059750,7304
2013-03-28,100.0,100.5,99.3,100.0,29558310,2945126900,7232
2013-03-29,100.0,101.0,99.8,100.5,19003253,1907250000,5024
2013-04-01,101.0,102.0,100.5,101.0,16374716,1657592413,4450
2013-04-02,100.5,101.0,99.8,100.5,22334113,2242499100,6500
2013-04-03,101.5,101.5,100.0,100.5,27097381,2731161500,6886
2013-04-08,99.0,99.5,98.5,98.5,58367917,5768632279,11496
2013-04-09,98.0,98.5,97.5,97.5,41316418,4045349536,10389
2013-04-10,98.8,98.8,97.7,98.3,36746778,3604766222,7197
2013-04-11,99.0,101.5,98.8,101.5,57867486,5799700086,12430
2013-04-12,101.5,101.5,100.0,100.5,19568004,1968624772,5602
2013-04-15,100.5,101.0,99.1,99.4,23440616,2343267705,6275
2013-04-16,98.2,101.0,98.2,100.5,35918924,3576311040,8309
2013-04-17,101.5,101.5,99.7,100.0,35897101,3598786346,7663
2013-04-18,100.0,101.0,99.4,99.9,33083804,3316064572,7209
2013-04-19,105.5,106.5,105.5,106.5,66950314,7110036743,15197
2013-04-22,108.5,109.5,107.5,108.5,72502228,7859371624,16146
2013-04-23,106.5,107.5,105.5,106.0,46146072,4903358892,10405
2013-04-24,106.5,107.0,104.5,106.0,35495750,3753132000,10908
2013-04-25,106.0,107.0,105.5,107.0,26287666,2792181370,7044
2013-04-26,107.0,109.0,107.0,108.5,36776724,3975714992,11735
2013-04-29,108.5,108.5,107.5,108.0,21092377,2279129984,6502
2013-04-30,108.5,109.5,108.5,109.5,34612725,3772841445,10732
2013-05-02,110.0,111.0,109.0,110.5,38796887,4272592070,10471
2013-05-03,111.5,112.5,110.0,110.0,36621737,4072080617,9832
2013-05-06,111.5,111.5,110.5,111.5,19393798,2156914078,6706
2013-05-07,112.0,113.0,111.0,112.5,22448180,2521248290,7353
2013-05-08,112.5,115.0,112.5,114.5,42509709,4842348356,11870
2013-05-09,116.0,116.0,114.5,115.0,27606177,3186565567,9101
2013-05-10,115.0,115.0,113.5,114.5,27536736,3146083904,7521
2013-05-13,115.0,115.5,114.0,114.5,18263266,2094696397,3993
2013-05-14,115.5,116.5,115.0,115.5,27855127,3224146605,7881
2013-05-15,115.0,116.0,113.5,115.0,29107560,3338273993,6849
2013-05-16,115.0,116.0,113.0,113.5,45770439,5227824787,10033
2013-05-17,112.0,113.5,111.5,113.5,19316452,2177150076,6145
2013-05-20,112.5,114.0,112.5,114.0,16882054,1911454937,4897
2013-05-21,113.0,113.5,112.0,112.5,17238193,1941365116,5038
2013-05-22,112.5,113.5,111.0,112.0,34068421,3821447086,8462
2013-05-23,110.5,111.5,108.0,108.0,46874809,5132481372,12254
2013-05-24,109.5,110.5,108.5,109.5,26736102,2929037118,7786
2013-05-27,109.5,112.0,109.5,112.0,19161396,2129098594,6339
2013-05-28,112.0,112.5,109.5,109.5,22762131,2520915219,5944
2013-05-29,110.5,112.0,110.5,111.0,16781832,1865802389,4809
2013-05-30,111.0,111.5,109.5,110.0,36121568,3987922980,6534
2013-05-31,111.5,111.5,109.0,109.5,37205933,4086301119,7620
2013-06-03,108.0,108.5,106.5,107.5,35834419,3858216000,9111
2013-06-04,109.0,110.0,107.5,109.0,27476915,2987301735,6964
2013-06-05,109.5,110.5,108.5,109.5,25581235,2802975365,4331
2013-06-06,108.5,109.5,107.0,107.5,34251239,3696663148,8225
2013-06-07,108.0,109.5,108.0,108.5,33085685,3599966794,9288
2013-06-10,110.0,110.0,108.0,108.5,21941087,2389739825,5544
2013-06-11,110.0,110.0,108.0,108.0,37162875,4039110540,7971
2013-06-13,106.0,107.0,104.0,104.5,61059253,6426059165,15038
2013-06-14,105.0,106.0,104.5,106.0,41207256,4344673136,8686
2013-06-17,105.5,106.0,105.0,106.0,23014898,2427943688,7015
2013-06-18,105.0,106.5,104.5,106.5,31676097,3345414299,6753
2013-06-19,106.0,106.5,105.0,105.5,22084611,2334582437,5112
2013-06-20,105.0,105.5,103.5,104.0,29998376,3129908604,8257
2013-06-21,102.0,103.5,101.5,103.5,39844187,4087505319,8632
2013-06-24,102.5,102.5,100.0,101.0,54091378,5489104333,12255
2013-06-25,101.0,103.0,101.0,101.0,33897665,3438163165,8672
2013-06-26,103.0,104.0,101.5,101.5,55865189,5734087278,12682
2013-06-27,103.0,105.0,103.0,104.5,46982476,4874831619,12441
2013-06-28,106.0,111.0,105.0,111.0,74514857,8058161932,15111
2013-07-01,109.0,109.5,108.0,108.0,51935015,5643988850,14947
2013-07-02,109.0,110.0,108.5,110.0,44982283,4926391907,12114
2013-07-03,107.0,107.0,105.5,107.0,44740088,4763771416,11083
2013-07-04,106.5,107.0,106.0,107.0,24500705,2612823435,7185
2013-07-05,107.5,109.5,107.0,109.0,28276621,3076586844,8054
2013-07-08,107.0,108.0,104.5,105.0,32770668,3465016640,8927
2013-07-09,104.5,106.5,103.5,106.0,35511970,3723458270,7985
2013-07-10,104.5,107.0,104.5,106.0,22082402,2339157112,6180
2013-07-11,107.5,109.5,107.5,109.5,56918428,6191867732,13597
2013-07-12,109.5,110.0,108.5,110.0,31046000,3400554500,8347
2013-07-15,108.5,109.5,108.0,109.5,33373340,3638316428,7527
2013-07-16,108.5,109.0,107.0,108.0,35961041,3873701928,7121
2013-07-17,108.0,109.0,107.0,109.0,40121705,4346512130,7538
2013-07-18,107.5,108.0,105.5,105.5,53223397,5664708225,10862
2013-07-19,99.4,99.7,98.2,98.2,123330486,12202689402,33783
2013-07-22,98.0,98.4,96.9,97.0,88048437,8606772405,23948
2013-07-23,98.5,101.5,98.5,100.0,85595131,8570434000,20652
2013-07-24,100.5,103.0,100.0,102.0,58355933,5938843166,13201
2013-07-25,102.0,103.5,101.0,102.5,37559307,3849460654,9555
2013-07-26,103.0,103.0,101.0,102.5,31817666,3249114932,7680
2013-07-29,100.0,101.5,100.0,100.0,38334123,3858681300,9559
2013-07-30,100.5,102.5,100.5,102.0,33871602,3442691070,8756
2013-07-31,101.5,103.0,101.0,102.5,36997795,3780910590,7128
2013-08-01,102.0,102.0,100.0,100.5,32509794,3285635040,7756
2013-08-02,102.5,103.0,100.0,100.5,28039940,2845200929,7866
2013-08-05,100.0,101.5,99.9,100.5,23372612,2349053712,6400
2013-08-06,100.5,100.5,98.6,98.8,42787275,4242132263,13012
2013-08-07,98.5,98.5,97.0,97.0,45969616,4484924070,15082
2013-08-08,96.0,97.1,95.3,96.4,55873275,5383171749,14412
2013-08-09,100.0,100.0,96.4,96.4,47192333,4585250023,13162
2013-08-12,96.4,96.7,95.6,96.0,33454945,3215945925,10395
2013-08-13,96.0,97.4,96.0,97.2,34392082,3332838031,9192
2013-08-14,96.0,97.3,95.8,96.8,44023158,4245439666,9471
2013-08-15,96.4,96.4,95.3,96.0,42687594,4096103714,13251
2013-08-16,95.4,97.5,95.2,96.5,37698875,3632993006,11061
2013-08-19,95.5,96.1,95.3,95.5,52061061,4975788608,11661
2013-08-20,95.2,95.4,94.4,94.4,42471292,4029465558,13924
2013-08-22,93.0,94.9,92.9,94.5,60311712,5666452853,15238
2013-08-23,95.7,97.3,95.5,97.0,44454018,4301442889,12547
2013-08-26,97.6,97.6,96.1,96.8,18698683,1810213458,6745
2013-08-27,96.0,96.8,95.6,95.6,24474640,2352807871,7827
2013-08-28,95.6,97.3,95.1,96.8,35977333,3476155213,10927
2013-08-29,96.9,98.9,96.9,98.7,52396628,5026886622,11284
2013-08-30,99.6,100.5,98.8,100.5,38965628,3890537600,11441
2013-09-02,100.0,102.0,99.6,102.0,30859517,3120032522,10416
2013-09-03,103.0,103.0,101.5,102.0,33838396,3462383175,10651
2013-09-04,100.5,101.5,100.0,100.5,25229190,2540221572,8405
2013-09-05,100.5,101.5,100.0,101.5,35890329,3625656509,6991
2013-09-06,102.0,102.0,101.0,102.0,25342215,2577284287,6824
2013-09-09,102.5,103.0,101.0,103.0,33083237,3384738473,9300
2013-09-10,103.0,104.5,102.5,104.5,37392161,3877481244,10178
2013-09-11,103.0,104.5,102.5,104.5,41349427,4301437408,8961
2013-09-12,103.0,104.5,103.0,103.5,32865283,3411851649,7435
2013-09-13,102.5,103.0,102.0,102.5,23635017,2423125734,6354
2013-09-14,102.5,103.5,102.0,102.5,5222316,537513232,2440
2013-09-16,104.0,105.5,104.0,105.5,40693136,4271620780,12903
2013-09-17,105.5,105.5,104.5,105.5,25467674,2678016770,5644
2013-09-18,105.0,105.5,103.0,103.0,34987213,3638209439,5930
2013-09-23,103.0,106.0,102.5,105.5,57281171,5999783595,11435
2013-09-24,105.0,105.5,104.0,105.0,28676262,3010502846,6370
2013-09-25,104.5,104.5,103.0,103.0,35289731,3646816293,9153
2013-09-26,103.5,103.5,101.5,101.5,23059548,2360281896,5431
2013-09-27,103.5,103.5,102.0,103.0,26663268,2741683791,5626
2013-09-30,100.5,102.0,100.0,100.5,46224704,4656013654,11263
2013-10-01,100.5,102.5,100.5,101.5,22927118,2325091268,5825
2013-10-02,103.5,103.5,102.0,103.0,14707576,1512762735,5617
2013-10-03,103.5,106.0,103.0,105.0,50840661,5340048052,14268
2013-10-04,104.5,105.0,103.5,104.0,21986837,2291309445,5554
2013-10-07,103.5,104.0,102.0,103.0,24399946,2513633238,5290
2013-10-08,103.5,105.5,103.0,105.0,35150548,3674048146,5955
2013-10-09,104.0,105.5,103.0,105.0,26186338,2740679712,5570
2013-10-11,105.0,107.5,105.0,106.5,59435121,6324314706,14696
2013-10-14,106.5,106.5,105.0,105.0,18800943,1986474649,5172
2013-10-15,106.5,107.0,106.0,107.0,21681637,2311916289,5043
2013-10-16,108.0,108.0,106.0,106.0,19077342,2035487538,5610
2013-10-17,107.5,108.0,107.0,107.0,28186591,3025093891,7058
2013-10-18,108.5,110.0,108.5,110.0,60125471,6569127705,16771
2013-10-21,111.0,111.5,109.5,110.0,41327324,4564211140,9241
2013-10-22,110.0,111.5,109.5,111.5,39837171,4417862980,8828
2013-10-23,111.0,111.5,110.0,111.0,23057730,2551942600,5675
2013-10-24,109.0,110.0,108.5,110.0,21570336,2359165210,7246
2013-10-25,108.5,109.0,106.5,107.0,37244499,4000380973,11658
2013-10-28,108.0,109.5,107.5,109.5,21241672,2317241248,5634
2013-10-29,108.5,109.5,108.0,109.5,21531323,2344396207,4061
2013-10-30,109.0,110.0,109.0,110.0,16768421,1836449949,4443
2013-10-31,108.5,109.5,108.0,109.5,23098870,2520404080,4626
2013-11-01,110.5,110.5,108.5,109.5,10870454,1190799986,3795
2013-11-04,108.0,109.0,108.0,109.0,9642456,1047704248,4622
2013-11-05,108.5,109.0,106.5,106.5,21861325,2348231599,6414
2013-11-06,106.5,107.5,106.5,107.0,17440575,1865571385,7155
2013-11-07,107.0,107.5,106.0,107.0,15944496,1700975572,5026
2013-11-08,105.0,106.5,105.0,106.0,31481367,3333228352,7421
2013-11-11,105.0,106.0,104.5,104.5,21491766,2253064518,8709
2013-11-12,106.0,106.0,104.5,105.0,31992852,3363418490,6868
2013-11-13,105.0,105.0,103.0,103.0,26708973,2772020219,8182
2013-11-14,104.0,104.5,103.5,103.5,29933608,3113410393,7251
2013-11-15,103.5,104.5,103.5,104.0,19904673,2068729812,5083
2013-11-18,104.5,105.0,104.0,104.0,25297464,2641543756,6957
2013-11-19,104.5,105.5,104.0,105.0,34510121,3613948121,8014
2013-11-20,104.0,104.0,102.5,103.0,46675350,4813555110,10990
2013-11-21,102.0,103.0,100.5,101.0,57002648,5764943473,14431
2013-11-22,100.0,101.5,100.0,100.0,57158109,5760006926,13182
2013-11-25,101.0,102.5,101.0,101.0,30949392,3142230092,7929
2013-11-26,102.0,105.0,101.5,103.5,47194676,4885738532,11490
2013-11-27,105.0,105.5,104.5,105.0,22853577,2391973585,6528
2013-11-28,105.0,105.5,104.5,105.0,22995978,2413773679,6169
2013-11-29,104.5,105.0,104.0,105.0,34465306,3609926445,5923
2013-12-02,105.0,105.5,104.0,104.5,19042556,1994578324,4418
2013-12-03,104.0,105.0,103.5,104.0,26811219,2795162276,4779
2013-12-04,103.5,105.5,103.5,105.0,23630506,2477199932,5304
2013-12-05,105.0,105.0,103.5,104.0,25209310,2621454740,5844
2013-12-06,103.0,104.5,103.0,103.0,25358888,2629648379,5835
2013-12-09,104.0,105.0,104.0,105.0,23971547,2508093125,5324
2013-12-10,104.5,105.0,104.0,104.0,22935827,2395317608,4643
2013-12-11,103.5,105.0,103.5,105.0,24614282,2572981941,7385
2013-12-12,104.5,104.5,103.0,103.0,18536758,1918939414,5445
2013-12-13,102.5,103.5,102.5,102.5,28297055,2910409165,7034
2013-12-16,102.5,103.0,102.0,102.0,18772079,1920338558,6032
2013-12-17,103.0,104.5,103.0,103.5,26232839,2719517917,6356
2013-12-18,102.5,103.0,101.0,101.0,66102080,6714534840,15072
2013-12-19,102.0,103.0,101.5,102.5,27824774,2839659307,6192
2013-12-20,101.5,103.5,101.5,102.0,37618688,3848115676,8353
2013-12-23,103.0,104.5,103.0,104.0,28393645,2950613229,6994
2013-12-24,104.0,104.0,103.0,103.0,14079188,1454251243,3724
2013-12-25,102.5,103.5,102.5,103.0,9789067,1008674401,2848
2013-12-26,103.0,104.0,103.0,104.0,6793911,704185262,1135
2013-12-27,103.5,104.5,103.0,104.5,24135217,2507210568,5626
2013-12-30,104.0,106.0,104.0,106.0,44280098,4659244781,10564
2013-12-31,105.5,106.0,105.0,105.5,24484653,2582678065,6632
2014-01-02,105.0,105.5,103.5,104.5,15133724,1578860796,4136
2014-01-03,103.0,103.0,102.0,102.5,41160529,4220062918,8524
2014-01-06,102.0,103.0,102.0,102.5,23729719,2432745661,4874
2014-01-07,102.5,103.0,102.0,102.0,18803694,1907188388,5529
2014-01-08,103.0,104.5,102.5,104.0,30933475,3209563219,7305
2014-01-09,102.5,103.0,100.5,101.0,64221769,6522626520,19873
2014-01-10,102.0,102.5,101.5,102.0,36289948,3703540624,7619
2014-01-13,103.0,103.5,102.5,103.0,22080716,2273073754,6282
2014-01-14,102.5,103.5,102.0,103.5,21718294,2237629782,5256
2014-01-15,104.0,106.0,104.0,105.0,54458036,5722578780,15415
2014-01-16,106.0,107.5,106.0,107.0,49601100,5301040094,16279
2014-01-17,108.0,108.5,107.0,107.5,55767194,6014453565,15038
2014-01-20,107.0,108.5,107.0,107.5,24299123,2622482683,8533
2014-01-21,108.5,108.5,106.0,106.5,25121036,2695028292,6334
2014-01-22,106.0,107.5,106.0,107.5,28726849,3065077343,7549
2014-01-23,108.5,108.5,107.5,107.5,28308805,3055374935,7461
2014-01-24,107.0,108.5,107.0,108.0,34059356,3671261247,8172
2014-01-27,106.0,106.5,104.0,105.0,65271057,6848753986,17118
2014-02-05,102.0,102.0,100.5,100.5,147198405,14922299001,37866
2014-02-06,101.0,103.0,101.0,102.0,73840243,7540841366,16321
2014-02-07,103.5,104.5,103.0,104.0,54185812,5628604948,14854
2014-02-10,104.0,104.5,103.0,103.0,26243521,2725145903,7897
2014-02-11,104.5,105.0,104.0,104.5,23523880,2436083720,6947
2014-02-12,105.0,105.5,104.5,105.0,25305882,2661441170,7138
2014-02-13,105.0,106.0,105.0,105.0,19625423,2067832915,5781
2014-02-14,106.5,107.5,106.5,107.5,42737744,4578772108,14580
2014-02-17,108.0,108.5,107.5,108.5,34368373,3714458464,11664
2014-02-18,108.5,108.5,107.5,108.0,22289965,2403989204,5778
2014-02-19,108.0,108.0,107.0,108.0,28886535,3102602484,7006
2014-02-20,106.5,107.0,106.0,106.5,28469515,3029358090,6646
2014-02-21,107.0,107.5,107.0,107.5,31505340,3381313380,7819
2014-02-24,107.5,108.0,106.0,107.0,32057819,3435891697,6992
2014-02-25,107.5,108.0,106.5,108.0,34350129,3685266810,6570
2014-02-26,107.5,108.0,107.0,107.5,34982996,3762870072,5182
2014-02-27,107.5,108.0,107.5,108.0,49352141,5323712132,7531
2014-03-03,108.0,108.0,106.5,108.0,62467129,6706761665,10046
2014-03-04,108.0,108.0,107.5,107.5,48939593,5273707058,9493
2014-03-05,108.5,110.0,108.5,110.0,55447701,6074004809,16511
2014-03-06,110.0,113.5,110.0,113.0,72622868,8142187484,18144
2014-03-07,114.0,115.0,113.5,114.5,66916749,7649451186,17219
2014-03-10,114.5,114.5,112.5,113.0,38430338,4354521623,9237
2014-03-11,113.5,114.5,113.5,114.0,29182885,3324036739,9133
2014-03-12,112.5,113.0,112.0,113.0,18414771,2073574352,5218
2014-03-13,116.5,117.5,115.5,116.5,59080824,6890677534,16969
2014-03-14,115.0,115.5,114.0,115.0,47105032,5396134366,12132
2014-03-17,114.5,115.0,113.0,114.0,33910334,3854652365,8995
2014-03-18,114.5,115.0,113.5,114.5,37517456,4285097984,7396
2014-03-19,114.5,115.0,113.5,114.5,35237094,4023833316,6589
2014-03-20,113.0,113.5,112.0,112.0,46512209,5232891154,13078
2014-03-21,114.0,114.0,112.0,112.5,60438012,6807696918,7294
2014-03-24,111.5,112.5,111.5,112.5,29607569,3320400583,7098
2014-03-25,111.5,113.5,111.5,113.5,38070794,4291636589,6933
2014-03-26,115.5,116.0,114.5,115.5,45234160,5211750315,12860
2014-03-27,114.5,116.0,114.0,116.0,31399282,3609273026,8641
2014-03-28,116.0,117.5,115.5,117.5,43794489,5107684713,12521
2014-03-31,118.0,118.5,116.5,118.5,47146441,5550959038,8839
2014-04-01,119.0,119.5,118.5,119.5,40636462,4834224978,12571
2014-04-02,120.5,121.0,119.0,120.0,43684651,5238971816,9400
2014-04-03,118.5,119.0,117.5,118.5,37000420,4374998060,10198
2014-04-07,117.5,118.0,116.5,117.5,45254843,5305535631,11316
2014-04-08,117.0,119.5,117.0,119.0,43894168,5173993549,9396
2014-04-09,119.5,120.0,119.0,119.0,29648114,3548296766,8284
2014-04-10,119.0,119.5,118.5,119.5,27215773,3243663187,7229
2014-04-11,118.5,120.0,118.0,120.0,34847792,4153152840,7639
2014-04-14,120.0,121.0,120.0,120.5,31053034,3738450410,8739
2014-04-15,121.5,122.5,121.0,122.5,29397114,3579955408,9839
2014-04-16,121.5,122.5,121.0,121.0,51075652,6208178396,10989
2014-04-17,120.5,121.5,119.0,120.0,36418501,4374322920,9152
2014-04-18,122.5,123.0,121.0,123.0,32921335,4023630870,9515
2014-04-21,122.0,122.0,121.0,121.5,24162522,2938646120,5868
2014-04-22,121.0,122.5,120.5,121.5,27034052,3282075077,5886
2014-04-23,123.0,123.0,120.5,121.0,34358023,4181126643,8145
2014-04-24,121.0,121.0,120.0,121.0,25524592,3080805399,6289
2014-04-25,121.0,121.0,118.0,118.5,49438252,5889185811,11457
2014-04-28,118.5,120.0,117.5,119.0,28068430,3344699670,7030
2014-04-29,120.5,121.0,119.0,120.5,21811790,2618945800,4991
2014-04-30,120.0,120.5,117.0,118.5,44124133,5237519729,9169
2014-05-02,119.0,119.5,117.0,118.0,45030119,5324516642,9573
2014-05-05,117.5,118.0,116.0,117.0,28887828,3374584476,8961
2014-05-06,117.0,119.0,116.5,118.0,27525257,3247099826,5217
2014-05-07,118.0,119.0,117.5,118.5,33276563,3931216686,6945
2014-05-08,119.5,120.0,119.0,119.5,30096125,3594265403,5599
2014-05-09,120.0,120.0,119.0,120.0,23287585,2785144700,6405
2014-05-12,119.5,120.0,117.5,118.5,37048901,4390300238,6664
2014-05-13,120.0,121.0,119.5,120.5,24046010,2894574200,7767
2014-05-14,121.0,122.0,120.5,122.0,32903344,3991162751,9719
2014-05-15,121.0,122.0,120.5,122.0,16813508,2040805195,5040
2014-05-16,122.0,123.0,121.0,122.0,28679719,3497688718,7047
2014-05-19,122.0,122.5,121.0,121.0,20829956,2524459168,5325
2014-05-20,122.0,122.0,121.0,121.0,25402168,3088614323,7109
2014-05-21,122.0,122.0,120.5,120.5,24218702,2935442563,6337
2014-05-22,121.5,122.0,121.0,122.0,26336625,3198768892,5227
2014-05-23,121.0,122.5,121.0,122.0,31778175,3866486107,6260
2014-05-26,123.0,123.5,122.0,123.0,19854258,2439783565,7319
2014-05-27,122.5,124.0,122.5,123.5,18301066,2259936878,6092
2014-05-28,124.0,124.0,122.5,124.0,37799997,4658742565,8443
2014-05-29,123.5,124.0,121.5,122.0,43079080,5267063156,9131
2014-05-30,122.0,122.5,119.5,119.5,69113681,8318164317,10342
2014-06-03,120.0,122.5,120.0,122.5,40522053,4915125996,10640
2014-06-04,123.5,124.0,123.0,123.5,33486050,4136552150,8162
2014-06-05,123.0,123.5,121.5,123.0,19558349,2397329714,4842
2014-06-06,123.5,123.5,122.0,122.5,19282324,2364596528,4910
2014-06-09,122.5,123.5,122.5,123.0,19730824,2424539886,5157
2014-06-10,123.0,124.5,122.5,124.5,26661384,3298134327,6557
2014-06-11,124.0,125.0,123.5,125.0,27990426,3479529424,6589
2014-06-12,124.0,124.0,123.0,123.5,22300962,2755883265,5812
2014-06-13,123.0,123.5,122.5,123.0,17197521,2117623583,4424
2014-06-16,122.5,124.0,122.5,124.0,13737288,1691353424,5010
2014-06-17,124.0,125.0,123.0,125.0,20568681,2557854737,6971
2014-06-18,125.0,126.5,124.0,125.5,38103408,4778941290,8642
2014-06-19,124.5,126.0,124.5,126.0,25211563,3163386515,5043
2014-06-20,126.5,127.0,124.0,124.5,31589978,3951298152,5267
2014-06-23,125.0,125.5,123.0,123.0,25147462,3108562826,6320
2014-06-24,123.0,123.5,122.0,123.0,36234466,4451530440,8507
2014-06-25,123.0,124.5,123.0,123.5,31028964,3835858072,7395
2014-06-26,124.5,125.0,123.5,124.5,33938460,4216435800,5578
2014-06-27,125.0,126.5,124.0,125.5,44450355,5576193375,9021
2014-06-30,126.0,127.0,125.0,126.5,38191504,4827284804,7469
2014-07-01,126.5,128.5,126.0,128.0,33022537,4220113199,7806
2014-07-02,129.5,132.5,129.0,132.5,51623745,6784671858,13133
2014-07-03,131.5,135.0,130.5,134.5,41188579,5481357096,12822
2014-07-04,133.5,136.0,132.0,135.0,44516194,5982542686,13513
2014-07-07,134.5,136.0,132.5,136.0,32207808,4359167895,10456
2014-07-08,135.5,136.0,134.0,134.5,36299510,4898844484,7852
2014-07-09,133.5,135.0,133.5,134.0,39336800,5286821200,10775
2014-07-10,134.5,136.0,134.5,134.5,51132233,6904690475,9008
2014-07-11,136.0,138.0,135.5,136.5,43513681,5946107116,11824
2014-07-14,134.5,134.5,132.5,132.5,46818367,6256723781,14589
2014-07-15,133.0,134.0,132.5,133.0,37976398,5061898434,8483
2014-07-16,133.0,133.5,130.0,130.5,42072768,5539818008,10001
2014-07-17,125.0,125.5,123.0,124.5,138665459,17243062335,34866
2014-07-18,121.5,124.0,121.5,123.5,97366229,11985660029,21786
2014-07-21,124.0,124.5,122.5,123.5,58994337,7298292910,15070
2014-07-22,123.5,125.0,122.5,124.5,53307488,6611629704,12061
2014-07-24,124.5,125.0,124.0,125.0,66041379,8233198975,12534
2014-07-25,124.5,125.0,122.5,123.0,31609284,3901955314,11359
2014-07-28,122.0,122.5,121.0,121.5,43514580,5296514760,13121
2014-07-29,122.5,124.0,122.0,124.0,40749556,5009947804,11381
2014-07-30,123.5,125.0,123.0,124.5,32428969,4031742597,7029
2014-07-31,124.0,124.0,121.0,121.0,44806071,5461570662,13163
2014-08-01,120.0,121.0,119.5,120.0,61873796,7431852976,13006
2014-08-04,120.0,123.5,120.0,123.5,39730078,4849122094,8471
2014-08-05,122.5,122.5,119.5,119.5,61536941,7427621354,15190
2014-08-06,119.0,121.5,119.0,120.5,38043400,4574500402,9762
2014-08-07,120.5,121.5,119.5,121.5,30079734,3630553139,8143
2014-08-08,120.5,121.0,119.5,120.5,35170150,4226147039,7307
2014-08-11,120.0,121.0,119.5,120.5,42993969,5176984237,10623
2014-08-12,121.0,122.0,120.5,121.5,32278863,3916887825,7524
2014-08-13,121.0,123.5,120.5,122.5,39837469,4865692921,8735
2014-08-14,123.5,124.0,123.0,124.0,32955917,4076947208,9499
2014-08-15,124.5,125.0,123.0,124.0,19189066,2379577684,4823
2014-08-18,124.0,124.0,122.5,123.0,14766724,1822155852,3958
2014-08-19,124.0,125.0,123.5,124.0,31922961,3971298664,8062
2014-08-20,125.0,125.5,124.5,125.5,28975007,3630457375,9137
2014-08-21,126.0,126.0,124.0,124.5,23089886,2874689300,7165
2014-08-22,124.5,126.0,123.5,125.5,42775096,5361134500,10719
